select customer_id , amount,
Rank() OVER( PARTITION BY customer_id ORDER BY amount desc) RankAmount
from payment
order by customer_id asc

C_ID	Amount	Rank
150	2.99	10
150	1.99	18
150	1.99	18
150	0.99	20
150	0.99	20
150	0.99	20
151	5.99	1
151	4.99	2
151	4.99	2
151	4.99	2
151	4.99	2
151	4.99	2
151	3.99	7
151	3.99	7
151	3.99	7
151	3.99	7
151	2.99	11
151	2.99	11
151	2.99	11
151	2.99	11
151	2.99	11
151	2.99	11
151	2.99	11
151	2.99	11
151	2.99	11
151	2.99	11
151	0.99	21
151	0.99	21
151	0.99	21
151	0.99	21
151	0.99	21
152	7.99	1
152	6.99	2
152	6.99	2
152	5.99	4
152	4.99	5
152	4.99	5
152	4.99	5
152	4.99	5
152	4.99	5
152	4.99	5
152	2.99	11
152	2.99	11
152	2.99	11
152	1.99	14
152	0.99	15
152	0.99	15
152	0.99	15
152	0.99	15
152	0.99	15
153	9.99	1
153	7.99	2
153	7.99	2
153	5.99	4
153	5.99	4
153	5.99	4
153	4.99	7
153	4.99	7
153	4.99	7
153	4.99	7
153	4.99	7
153	4.99	7
153	4.99	7
153	3.99	14
153	1.99	15
153	1.99	15
153	0.99	17
153	0.99	17
153	0.99	17
153	0.99	17
153	0.99	17
153	0.99	17
153	0.99	17
153	0.99	17
154	7.99	1
154	7.99	1
154	7.99	1
154	6.99	4
154	6.99	4
154	5.99	6
154	5.99	6
154	4.99	8
154	4.99	8
154	4.99	8
154	4.99	8
154	4.99	8
154	4.99	8
154	4.99	8
154	2.99	15
154	2.99	15
154	2.99	15
154	2.99	15
154	2.99	15
154	2.99	15
154	1.99	21
154	0.99	22
154	0.99	22
154	0.99	22
154	0.99	22
154	0.99	22
154	0.99	22
155	8.99	1
155	7.99	2
155	7.99	2
155	7.99	2
155	7.98	5
155	5.99	6
155	5.99	6
155	5.99	6
155	4.99	9
155	4.99	9
155	4.99	9
155	4.99	9
155	4.99	9
155	3.99	14
155	2.99	15
155	2.99	15
155	2.99	15
155	2.99	15
155	1.99	19
155	1.99	19
155	0.99	21
155	0.99	21
155	0.99	21
155	0.00	24
156	9.99	1
156	6.99	2
156	6.99	2
156	6.99	2
156	6.99	2
156	5.99	6
156	4.99	7
156	4.99	7
156	4.99	7
156	4.99	7
156	2.99	11
156	2.99	11
156	2.99	11
156	2.99	11
156	2.99	11
156	2.99	11
156	1.99	17
156	0.99	18
156	0.99	18
156	0.99	18
156	0.99	18
156	0.99	18
156	0.99	18
157	6.99	1
157	6.99	1
157	5.99	3
157	5.99	3
157	4.99	5
157	4.99	5
157	4.99	5
157	4.99	5
157	4.99	5
157	4.99	5
157	4.99	5
157	4.99	5
157	4.99	5
157	4.99	5
157	4.99	5
157	3.99	16
157	2.99	17
157	2.99	17
157	2.99	17
157	2.99	17
157	2.99	17
157	0.99	22
157	0.99	22
157	0.99	22
157	0.99	22
157	0.99	22
157	0.99	22
157	0.99	22
157	0.99	22
158	8.99	1
158	8.99	1
158	6.99	3
158	6.99	3
158	5.99	5
158	5.99	5
158	5.99	5
158	5.99	5
158	4.99	9
158	4.99	9
158	4.99	9
158	2.99	12
158	2.99	12
158	2.99	12
158	2.99	12
158	2.99	12
158	2.99	12
158	2.99	12
158	2.99	12
158	2.99	12
158	2.99	12
158	2.99	12
158	1.99	23
158	1.99	23
158	1.99	23
158	1.99	23
158	0.99	27
158	0.99	27
158	0.99	27
158	0.99	27
159	8.99	1
159	7.99	2
159	5.99	3
159	4.99	4
159	4.99	4
159	4.99	4
159	4.99	4
159	3.99	8
159	2.99	9
159	1.99	10
159	0.99	11
159	0.99	11
159	0.99	11
159	0.99	11
159	0.99	11
159	0.99	11
159	0.99	11
160	7.99	1
160	7.99	1
160	6.99	3
160	6.99	3
160	5.99	5
160	5.99	5
160	4.99	7
160	4.99	7
160	4.99	7
160	4.99	7
160	4.99	7
160	3.99	12
160	2.99	13
160	2.99	13
160	2.99	13
160	2.99	13
160	2.99	13
160	2.99	13
160	2.99	13
160	2.99	13
160	2.99	13
160	2.99	13
160	1.99	23
160	0.99	24
160	0.99	24
160	0.99	24
160	0.99	24
161	7.99	1
161	6.99	2
161	6.99	2
161	6.99	2
161	5.99	5
161	5.99	5
161	5.99	5
161	4.99	8
161	4.99	8
161	4.99	8
161	4.99	8
161	3.99	12
161	2.99	13
161	2.99	13
161	2.99	13
161	2.99	13
161	2.99	13
161	2.99	13
161	0.99	19
161	0.99	19
161	0.99	19
161	0.99	19
161	0.99	19
161	0.99	19
162	7.99	1
162	5.99	2
162	4.99	3
162	4.99	3
162	4.99	3
162	4.99	3
162	4.99	3
162	4.99	3
162	4.99	3
162	2.99	10
162	1.99	11
162	0.99	12
162	0.99	12
162	0.99	12
162	0.99	12
162	0.99	12
162	0.99	12
163	10.99	1
163	8.99	2
163	7.99	3
163	7.99	3
163	7.98	5
163	6.99	6
163	5.99	7
163	5.99	7
163	4.99	9
163	4.99	9
163	4.99	9
163	4.99	9
163	4.99	9
163	4.99	9
163	3.99	15
163	2.99	16
163	2.99	16
163	2.99	16
163	2.99	16
163	2.99	16
163	1.99	21
163	1.99	21
163	1.99	21
163	0.99	24
163	0.99	24
163	0.99	24
163	0.99	24
163	0.99	24
163	0.00	29
164	8.99	1
164	6.99	2
164	5.99	3
164	4.99	4
164	4.99	4
164	4.99	4
164	4.99	4
164	3.99	8
164	3.99	8
164	3.99	8
164	2.99	11
164	2.99	11
164	2.99	11
164	0.99	14
164	0.99	14
165	7.99	1
165	6.99	2
165	5.99	3
165	5.99	3
165	4.99	5
165	4.99	5
165	4.99	5
165	4.99	5
165	4.99	5
165	4.99	5
165	3.99	11
165	3.99	11
165	2.99	13
165	2.99	13
165	2.99	13
165	2.99	13
165	1.99	17
165	0.99	18
165	0.99	18
165	0.99	18
166	8.99	1
166	7.99	2
166	7.99	2
166	7.99	2
166	6.99	5
166	5.99	6
166	5.99	6
166	5.99	6
166	5.99	6
166	4.99	10
166	4.99	10
166	4.99	10
166	4.99	10
166	4.99	10
166	3.99	15
166	2.99	16
166	2.99	16
166	2.99	16
166	2.99	16
166	2.99	16
166	2.99	16
166	2.99	16
166	2.99	16
166	1.99	24
166	0.99	25
166	0.99	25
166	0.99	25
167	6.99	1
167	5.99	2
167	5.99	2
167	4.99	4
167	4.99	4
167	4.99	4
167	4.99	4
167	4.99	4
167	4.99	4
167	4.99	4
167	4.99	4
167	4.99	4
167	4.99	4
167	4.99	4
167	4.99	4
167	3.99	16
167	3.99	16
167	3.99	16
167	2.99	19
167	2.99	19
167	2.99	19
167	1.99	22
167	0.99	23
167	0.99	23
167	0.99	23
167	0.99	23
167	0.99	23
167	0.99	23
167	0.99	23
168	10.99	1
168	8.99	2
168	6.99	3
168	6.99	3
168	6.99	3
168	5.99	6
168	5.99	6
168	5.99	6
168	5.99	6
168	4.99	10
168	4.99	10
168	4.99	10
168	4.99	10
168	4.99	10
168	3.99	15
168	3.99	15
168	2.99	17
168	2.99	17
168	2.99	17
168	2.99	17
168	2.99	17
168	2.99	17
168	1.99	23
168	1.99	23
168	1.99	23
168	1.99	23
168	0.99	27
168	0.99	27
168	0.99	27
168	0.99	27
168	0.99	27
168	0.99	27
169	9.99	1
169	8.99	2
169	6.99	3
169	5.99	4
169	5.99	4
169	4.99	6
169	4.99	6
169	4.99	6
169	4.99	6
169	4.99	6
169	4.99	6
169	3.99	12
169	2.99	13
169	2.99	13
169	2.99	13
169	1.99	16
169	0.99	17
169	0.99	17
169	0.99	17
169	0.99	17
170	9.99	1
170	8.99	2
170	8.99	2
170	7.99	4
170	7.99	4
170	7.99	4
170	6.99	7
170	5.99	8
170	4.99	9
170	4.99	9
170	4.99	9
170	4.99	9
170	3.99	13
170	3.99	13
170	2.99	15
170	2.99	15
170	2.99	15
170	2.99	15
170	0.99	19
170	0.99	19
170	0.99	19
170	0.99	19
170	0.99	19
171	9.99	1
171	6.99	2
171	6.99	2
171	5.99	4
171	5.99	4
171	5.99	4
171	5.99	4
171	5.99	4
171	4.99	9
171	4.99	9
171	4.99	9
171	4.99	9
171	4.99	9
171	4.99	9
171	3.99	15
171	2.99	16
171	2.99	16
171	2.99	16
171	1.99	19
171	0.99	20
171	0.99	20
171	0.99	20
171	0.99	20
171	0.99	20
171	0.99	20
172	8.99	1
172	7.99	2
172	6.99	3
172	6.99	3
172	6.99	3
172	6.99	3
172	5.99	7
172	5.99	7
172	5.99	7
172	5.99	7
172	4.99	11
172	4.99	11
172	4.99	11
172	4.99	11
172	4.99	11
172	4.99	11
172	3.99	17
172	3.99	17
172	3.99	17
172	3.99	17
172	2.99	21
172	2.99	21
172	2.99	21
172	2.99	21
172	1.99	25
172	0.99	26
172	0.99	26
172	0.99	26
172	0.99	26
172	0.99	26
173	8.99	1
173	8.99	1
173	7.99	3
173	6.99	4
173	5.99	5
173	4.99	6
173	4.99	6
173	4.99	6
173	4.99	6
173	4.99	6
173	4.99	6
173	4.99	6
173	3.99	13
173	2.99	14
173	2.99	14
173	2.99	14
173	2.99	14
173	2.99	14
173	2.99	14
173	2.99	14
173	2.99	14
173	2.99	14
173	2.99	14
173	0.99	24
173	0.99	24
173	0.99	24
173	0.99	24
174	8.99	1
174	7.99	2
174	7.99	2
174	5.99	4
174	5.99	4
174	4.99	6
174	4.99	6
174	4.99	6
174	4.99	6
174	4.99	6
174	4.99	6
174	2.99	12
174	2.99	12
174	1.99	14
174	1.99	14
174	1.99	14
174	0.99	17
174	0.99	17
174	0.99	17
175	7.99	1
175	7.99	1
175	6.99	3
175	6.99	3
175	5.99	5
175	4.99	6
175	4.99	6
175	4.99	6
175	4.99	6
175	4.99	6
175	4.99	6
175	4.99	6
175	4.99	6
175	3.99	14
175	3.98	15
175	2.99	16
175	2.99	16
175	2.99	16
175	1.99	19
175	0.99	20
175	0.99	20
175	0.99	20
175	0.99	20
175	0.00	24
176	8.99	1
176	7.99	2
176	7.99	2
176	7.99	2
176	6.99	5
176	6.99	5
176	6.99	5
176	6.99	5
176	5.99	9
176	5.99	9
176	5.99	9
176	5.99	9
176	4.99	13
176	4.99	13
176	4.99	13
176	4.99	13
176	4.99	13
176	3.99	18
176	2.99	19
176	2.99	19
176	2.99	19
176	2.99	19
176	2.99	19
176	2.99	19
176	2.99	19
176	2.99	19
176	2.99	19
176	2.99	19
176	2.99	19
176	1.99	30
176	1.99	30
176	0.99	32
177	9.99	1
177	6.99	2
177	5.99	3
177	4.99	4
177	4.99	4
177	4.99	4
177	3.99	7
177	2.99	8
177	2.99	8
177	2.99	8
177	2.99	8
177	2.99	8
177	2.99	8
177	1.99	14
177	1.99	14
177	0.99	16
177	0.99	16
177	0.99	16
177	0.99	16
177	0.99	16
177	0.99	16
177	0.99	16
177	0.99	16
178	10.99	1
178	9.99	2
178	7.99	3
178	7.99	3
178	6.99	5
178	6.99	5
178	6.99	5
178	6.99	5
178	6.99	5
178	6.99	5
178	6.99	5
178	5.99	12
178	5.99	12
178	5.99	12
178	4.99	15
178	4.99	15
178	4.99	15
178	4.99	15
178	4.99	15
178	4.99	15
178	4.99	15
178	4.99	15
178	4.99	15
178	4.99	15
178	3.99	25
178	3.99	25
178	3.99	25
178	2.99	28
178	2.99	28
178	2.99	28
178	2.99	28
178	2.99	28
178	2.99	28
178	2.99	28
178	2.99	28
178	1.99	36
178	0.99	37
178	0.99	37
178	0.99	37
179	8.99	1
179	7.99	2
179	7.99	2
179	7.99	2
179	7.99	2
179	6.99	6
179	6.99	6
179	6.99	6
179	4.99	9
179	4.99	9
179	4.99	9
179	4.99	9
179	4.99	9
179	4.99	9
179	4.99	9
179	4.99	9
179	3.99	17
179	2.99	18
179	2.99	18
179	2.99	18
179	0.99	21
179	0.99	21
179	0.99	21
179	0.99	21
179	0.99	21
179	0.99	21
180	9.99	1
180	8.99	2
180	8.99	2
180	7.99	4
180	5.99	5
180	5.99	5
180	4.99	7
180	4.99	7
180	4.99	7
180	3.99	10
180	3.99	10
180	2.99	12
180	2.99	12
180	2.99	12
180	2.99	12
180	2.99	12
180	2.99	12
180	2.99	12
180	0.99	19
180	0.99	19
180	0.99	19
180	0.99	19
181	9.99	1
181	8.99	2
181	8.99	2
181	7.99	4
181	6.99	5
181	6.99	5
181	6.99	5
181	5.99	8
181	5.99	8
181	5.99	8
181	5.99	8
181	4.99	12
181	4.99	12
181	4.99	12
181	4.99	12
181	4.99	12
181	4.99	12
181	4.99	12
181	4.99	12
181	4.99	12
181	4.99	12
181	4.99	12
181	4.99	12
181	3.99	24
181	2.99	25
181	2.99	25
181	2.99	25
181	2.99	25
181	2.99	25
181	2.99	25
181	2.99	25
181	0.99	32
181	0.99	32
182	8.99	1
182	6.99	2
182	6.99	2
182	6.99	2
182	5.99	5
182	5.99	5
182	4.99	7
182	4.99	7
182	4.99	7
182	3.99	10
182	3.99	10
182	3.99	10
182	2.99	13
182	2.99	13
182	2.99	13
182	2.99	13
182	2.99	13
182	1.99	18
182	1.99	18
182	0.99	20
182	0.99	20
182	0.99	20
182	0.99	20
182	0.99	20
183	5.99	1
183	5.99	1
183	5.99	1
183	5.99	1
183	4.99	5
183	4.99	5
183	4.99	5
183	4.99	5
183	3.99	9
183	3.99	9
183	2.99	11
183	2.99	11
183	2.99	11
183	2.99	11
183	2.99	11
183	1.99	16
183	1.99	16
183	0.99	18
183	0.99	18
183	0.99	18
183	0.99	18
183	0.99	18
184	9.99	1
184	6.99	2
184	6.99	2
184	6.99	2
184	5.99	5
184	5.99	5
184	4.99	7
184	4.99	7
184	4.99	7
184	4.99	7
184	2.99	11
184	2.99	11
184	2.99	11
184	2.99	11
184	0.99	15
184	0.99	15
184	0.99	15
184	0.99	15
184	0.99	15
184	0.99	15
185	9.99	1
185	8.99	2
185	7.99	3
185	5.99	4
185	4.99	5
185	4.99	5
185	4.99	5
185	4.99	5
185	2.99	9
185	2.99	9
185	2.99	9
185	2.99	9
185	2.99	9
185	2.99	9
185	2.99	9
185	1.99	16
185	0.99	17
185	0.99	17
185	0.99	17
185	0.99	17
186	8.99	1
186	6.99	2
186	5.99	3
186	5.99	3
186	4.99	5
186	4.99	5
186	4.99	5
186	4.99	5
186	4.99	5
186	4.99	5
186	4.99	5
186	4.99	5
186	4.99	5
186	3.99	14
186	3.99	14
186	3.99	14
186	3.99	14
186	2.99	18
186	2.99	18
186	2.99	18
186	2.99	18
186	2.99	18
186	1.99	23
186	0.99	24
186	0.99	24
186	0.99	24
186	0.99	24
186	0.99	24
186	0.99	24
187	10.99	1
187	9.99	2
187	8.99	3
187	8.99	3
187	8.99	3
187	8.99	3
187	7.99	7
187	7.99	7
187	7.99	7
187	7.99	7
187	6.99	11
187	6.99	11
187	5.99	13
187	4.99	14
187	4.99	14
187	4.99	14
187	4.99	14
187	3.99	18
187	2.99	19
187	2.99	19
187	2.99	19
187	2.99	19
187	2.99	19
187	0.99	24
187	0.99	24
187	0.99	24
187	0.99	24
188	5.99	1
188	5.99	1
188	5.99	1
188	4.99	4
188	4.99	4
188	4.99	4
188	4.99	4
188	4.99	4
188	4.99	4
188	4.99	4
188	4.99	4
188	3.99	12
188	2.99	13
188	2.99	13
188	2.99	13
188	2.99	13
188	2.99	13
188	2.99	13
188	2.99	13
188	2.99	13
188	2.99	13
188	0.99	22
188	0.99	22
188	0.99	22
188	0.99	22
189	9.99	1
189	6.99	2
189	6.99	2
189	6.99	2
189	5.99	5
189	5.99	5
189	5.99	5
189	4.99	8
189	4.99	8
189	4.99	8
189	4.99	8
189	3.99	12
189	2.99	13
189	2.99	13
189	1.99	15
189	1.99	15
189	0.99	17
189	0.99	17
189	0.99	17
189	0.99	17
189	0.99	17
190	9.99	1
190	6.99	2
190	6.99	2
190	5.99	4
190	5.99	4
190	5.99	4
190	4.99	7
190	4.99	7
190	4.99	7
190	4.99	7
190	4.99	7
190	4.99	7
190	3.99	13
190	3.99	13
190	2.99	15
190	2.99	15
190	2.99	15
190	2.99	15
190	2.99	15
190	2.99	15
190	0.99	21
190	0.99	21
190	0.99	21
190	0.99	21
190	0.99	21
191	6.99	1
191	5.99	2
191	5.99	2
191	4.99	4
191	4.99	4
191	4.99	4
191	4.99	4
191	3.99	8
191	2.99	9
191	2.99	9
191	2.99	9
191	2.99	9
191	2.99	9
191	2.99	9
191	2.99	9
191	0.99	16
191	0.99	16
191	0.99	16
192	7.99	1
192	7.99	1
192	7.99	1
192	7.99	1
192	6.99	5
192	5.99	6
192	4.99	7
192	4.99	7
192	4.99	7
192	4.99	7
192	4.99	7
192	4.99	7
192	3.99	13
192	2.99	14
192	2.99	14
192	2.99	14
192	2.99	14
192	2.99	14
192	0.99	19
192	0.99	19
192	0.99	19
192	0.99	19
193	8.99	1
193	6.99	2
193	6.99	2
193	6.99	2
193	6.99	2
193	5.99	6
193	4.99	7
193	4.99	7
193	4.99	7
193	4.99	7
193	4.99	7
193	4.99	7
193	4.99	7
193	4.99	7
193	2.99	15
193	2.99	15
193	2.99	15
193	2.99	15
193	2.99	15
193	2.99	15
193	2.99	15
193	0.99	22
193	0.99	22
194	7.99	1
194	7.99	1
194	7.99	1
194	7.99	1
194	5.99	5
194	4.99	6
194	4.99	6
194	3.99	8
194	3.99	8
194	3.99	8
194	3.99	8
194	2.99	12
194	2.99	12
194	2.99	12
194	0.99	15
194	0.99	15
195	11.99	1
195	7.99	2
195	7.99	2
195	6.99	4
195	6.99	4
195	5.99	6
195	4.99	7
195	4.99	7
195	4.99	7
195	4.99	7
195	4.99	7
195	2.99	12
195	2.99	12
195	2.99	12
195	0.99	15
195	0.99	15
195	0.99	15
195	0.99	15
195	0.99	15
196	10.99	1
196	8.99	2
196	6.99	3
196	5.99	4
196	5.99	4
196	5.99	4
196	5.99	4
196	5.99	4
196	4.99	9
196	4.99	9
196	4.99	9
196	4.99	9
196	4.99	9
196	4.99	9
196	4.99	9
196	4.99	9
196	4.99	9
196	3.99	18
196	3.99	18
196	2.99	20
196	2.99	20
196	2.99	20
196	1.99	23
196	0.99	24
196	0.99	24
196	0.99	24
196	0.99	24
196	0.99	24
196	0.99	24
196	0.99	24
196	0.99	24
197	9.99	1
197	8.99	2
197	8.99	2
197	8.99	2
197	6.99	5
197	4.99	6
197	4.99	6
197	4.99	6
197	4.99	6
197	4.99	6
197	4.99	6
197	4.99	6
197	4.99	6
197	4.99	6
197	4.99	6
197	3.99	16
197	3.99	16
197	2.99	18
197	2.99	18
197	2.99	18
197	2.99	18
197	2.99	18
197	2.99	18
197	2.99	18
197	2.99	18
197	1.99	26
197	0.99	27
197	0.99	27
197	0.99	27
197	0.99	27
197	0.99	27
197	0.99	27
198	6.99	1
198	6.99	1
198	5.99	3
198	5.99	3
198	5.99	3
198	5.99	3
198	5.99	3
198	4.99	8
198	4.99	8
198	4.99	8
198	4.99	8
198	4.99	8
198	4.99	8
198	4.99	8
198	4.99	8
198	4.99	8
198	3.99	17
198	2.99	18
198	2.99	18
198	2.99	18
198	2.99	18
198	2.99	18
198	2.99	18
198	2.99	18
198	2.99	18
198	1.99	26
198	0.99	27
198	0.99	27
198	0.99	27
198	0.99	27
198	0.99	27
198	0.99	27
199	8.99	1
199	8.99	1
199	5.99	3
199	4.99	4
199	4.99	4
199	4.99	4
199	4.99	4
199	4.99	4
199	4.99	4
199	4.99	4
199	4.99	4
199	3.99	12
199	2.99	13
199	2.99	13
199	2.99	13
199	2.99	13
199	2.99	13
199	2.99	13
199	2.99	13
199	2.99	13
199	0.99	21
199	0.99	21
199	0.99	21
199	0.99	21
200	10.99	1
200	8.99	2
200	6.99	3
200	6.99	3
200	6.99	3
200	6.99	3
200	5.99	7
200	5.99	7
200	4.99	9
200	4.99	9
200	4.99	9
200	4.99	9
200	4.99	9
200	4.99	9
200	3.99	15
200	3.99	15
200	3.99	15
200	3.99	15
200	2.99	19
200	2.99	19
200	2.99	19
200	2.99	19
200	2.99	19
200	2.99	19
200	1.99	25
200	0.99	26
201	9.99	1
201	7.99	2
201	6.99	3
201	6.99	3
201	5.99	5
201	5.99	5
201	4.99	7
201	4.99	7
201	4.99	7
201	3.99	10
201	3.99	10
201	3.99	10
201	2.99	13
201	2.99	13
201	2.99	13
201	2.99	13
201	2.99	13
201	1.99	18
201	0.99	19
201	0.99	19
201	0.99	19
201	0.99	19
202	8.99	1
202	8.99	1
202	8.99	1
202	4.99	4
202	4.99	4
202	4.99	4
202	4.99	4
202	4.99	4
202	4.99	4
202	4.99	4
202	3.99	11
202	3.99	11
202	2.99	13
202	2.99	13
202	2.99	13
202	2.99	13
202	2.99	13
202	2.99	13
202	2.99	13
202	2.99	13
202	2.99	13
202	2.99	13
202	0.99	23
202	0.99	23
202	0.99	23
202	0.99	23
203	10.99	1
203	7.99	2
203	7.99	2
203	6.99	4
203	5.99	5
203	5.99	5
203	4.99	7
203	4.99	7
203	4.99	7
203	3.99	10
203	2.99	11
203	2.99	11
203	2.99	11
203	2.99	11
203	2.99	11
203	2.99	11
203	2.99	11
203	0.99	18
203	0.99	18
204	11.99	1
204	7.99	2
204	7.99	2
204	7.99	2
204	6.99	5
204	6.99	5
204	5.99	7
204	5.99	7
204	4.99	9
204	4.99	9
204	4.99	9
204	4.99	9
204	4.99	9
204	4.99	9
204	4.99	9
204	4.99	9
204	4.99	9
204	2.99	18
204	2.99	18
204	2.99	18
204	2.99	18
204	2.99	18
204	2.99	18
204	2.99	18
204	0.99	25
204	0.99	25
204	0.99	25
204	0.99	25
204	0.99	25
204	0.99	25
204	0.99	25
205	7.99	1
205	7.99	1
205	7.99	1
205	6.99	4
205	5.99	5
205	4.99	6
205	4.99	6
205	4.99	6
205	4.99	6
205	4.99	6
205	3.99	11
205	2.99	12
205	2.99	12
205	2.99	12
205	2.99	12
205	0.99	16
205	0.99	16
205	0.99	16
206	10.99	1
206	9.99	2
206	7.99	3
206	6.99	4
206	5.99	5
206	5.99	5
206	5.99	5
206	4.99	8
206	4.99	8
206	4.99	8
206	4.99	8
206	4.99	8
206	4.99	8
206	4.99	8
206	4.99	8
206	4.99	8
206	3.99	17
206	3.99	17
206	3.99	17
206	2.99	20
206	2.99	20
206	2.99	20
206	2.99	20
206	0.99	24
206	0.99	24
206	0.99	24
206	0.99	24
207	9.99	1
207	9.99	1
207	8.99	3
207	6.99	4
207	6.99	4
207	5.99	6
207	5.99	6
207	5.99	6
207	5.99	6
207	5.99	6
207	5.99	6
207	4.99	12
207	3.99	13
207	3.99	13
207	3.99	13
207	2.99	16
207	2.99	16
207	2.99	16
207	2.99	16
207	2.99	16
207	1.99	21
207	0.99	22
207	0.99	22
207	0.99	22
207	0.99	22
207	0.99	22
207	0.99	22
207	0.99	22
208	6.99	1
208	6.99	1
208	5.99	3
208	5.99	3
208	5.99	3
208	5.98	6
208	4.99	7
208	4.99	7
208	4.99	7
208	3.99	10
208	2.99	11
208	2.99	11
208	2.99	11
208	2.99	11
208	2.99	11
208	2.99	11
208	2.99	11
208	1.99	18
208	1.99	18
208	0.99	20
208	0.99	20
208	0.99	20
208	0.99	20
208	0.99	20
208	0.00	25
209	9.99	1
209	8.99	2
209	8.99	2
209	6.99	4
209	6.99	4
209	6.99	4
209	6.99	4
209	5.99	8
209	5.99	8
209	5.99	8
209	5.99	8
209	4.99	12
209	4.99	12
209	4.99	12
209	4.99	12
209	4.99	12
209	4.99	12
209	4.99	12
209	4.99	12
209	4.99	12
209	3.99	21
209	3.99	21
209	2.99	23
209	2.99	23
209	2.99	23
209	2.99	23
209	0.99	27
209	0.99	27
209	0.99	27
210	8.99	1
210	8.99	1
210	8.99	1
210	7.99	4
210	7.99	4
210	6.99	6
210	6.99	6
210	5.99	8
210	5.99	8
210	4.99	10
210	4.99	10
210	4.99	10
210	4.99	10
210	4.99	10
210	4.99	10
210	4.99	10
210	4.99	10
210	3.99	18
210	3.99	18
210	2.99	20
210	2.99	20
210	2.99	20
210	1.99	23
210	0.99	24
210	0.99	24
210	0.99	24
210	0.99	24
210	0.99	24
210	0.99	24
210	0.99	24
211	8.99	1
211	8.99	1
211	8.99	1
211	7.99	4
211	6.99	5
211	6.99	5
211	6.99	5
211	5.99	8
211	5.99	8
211	5.99	8
211	5.99	8
211	4.99	12
211	4.99	12
211	4.99	12
211	4.99	12
211	4.99	12
211	3.99	17
211	3.99	17
211	3.99	17
211	2.99	20
211	2.99	20
211	2.99	20
211	2.99	20
211	2.99	20
211	2.99	20
211	2.99	20
211	1.99	27
211	1.99	27
211	0.99	29
211	0.99	29
211	0.99	29
211	0.99	29
211	0.99	29
212	10.99	1
212	9.99	2
212	7.99	3
212	6.99	4
212	6.99	4
212	5.99	6
212	4.99	7
212	4.99	7
212	4.99	7
212	3.99	10
212	3.99	10
212	3.99	10
212	2.99	13
212	2.99	13
212	2.99	13
212	2.99	13
212	0.99	17
212	0.99	17
212	0.99	17
212	0.99	17
213	8.99	1
213	6.99	2
213	6.99	2
213	6.99	2
213	5.99	5
213	4.99	6
213	4.99	6
213	4.99	6
213	4.99	6
213	4.99	6
213	4.99	6
213	4.99	6
213	4.99	6
213	4.99	6
213	3.99	15
213	2.99	16
213	2.99	16
213	2.99	16
213	2.99	16
213	2.99	16
213	2.99	16
213	2.99	16
213	0.99	23
213	0.99	23
213	0.99	23
213	0.99	23
213	0.99	23
214	9.99	1
214	7.99	2
214	5.99	3
214	4.99	4
214	4.99	4
214	4.99	4
214	4.99	4
214	4.99	4
214	4.99	4
214	4.99	4
214	4.99	4
214	3.99	12
214	3.99	12
214	3.99	12
214	2.99	15
214	2.99	15
214	2.99	15
214	2.99	15
214	2.99	15
214	2.99	15
214	2.99	15
214	2.99	15
214	0.99	23
214	0.99	23
214	0.99	23
214	0.99	23
215	8.99	1
215	8.99	1
215	4.99	3
215	4.99	3
215	4.99	3
215	4.99	3
215	4.99	3
215	2.99	8
215	2.99	8
215	2.99	8
215	2.99	8
215	2.99	8
215	2.99	8
215	2.99	8
215	2.99	8
215	2.99	8
215	2.99	8
215	1.99	18
215	1.99	18
215	0.99	20
215	0.99	20
215	0.99	20
215	0.99	20
215	0.99	20
216	8.99	1
216	7.99	2
216	7.99	2
216	6.99	4
216	6.99	4
216	5.98	6
216	4.99	7
216	4.99	7
216	4.99	7
216	4.99	7
216	4.99	7
216	3.99	12
216	2.99	13
216	2.99	13
216	2.99	13
216	2.99	13
216	0.99	17
216	0.99	17
216	0.99	17
216	0.99	17
216	0.99	17
216	0.00	22
217	6.99	1
217	6.99	1
217	6.99	1
217	5.99	4
217	4.99	5
217	4.99	5
217	4.99	5
217	4.99	5
217	4.99	5
217	4.99	5
217	3.99	11
217	2.99	12
217	2.99	12
217	2.99	12
217	2.99	12
217	2.99	12
217	2.99	12
217	2.99	12
217	2.99	12
217	0.99	20
217	0.99	20
218	8.99	1
218	6.99	2
218	6.99	2
218	6.99	2
218	5.99	5
218	5.99	5
218	4.99	7
218	4.99	7
218	2.99	9
218	2.99	9
218	2.99	9
218	0.99	12
218	0.99	12
218	0.99	12
218	0.99	12
218	0.99	12
218	0.99	12
218	0.99	12
219	7.99	1
219	7.99	1
219	6.99	3
219	5.99	4
219	5.99	4
219	4.99	6
219	4.99	6
219	4.99	6
219	4.99	6
219	4.99	6
219	4.99	6
219	4.99	6
219	4.99	6
219	4.99	6
219	3.99	15
219	2.99	16
219	2.99	16
219	2.99	16
219	1.99	19
219	0.99	20
219	0.99	20
219	0.99	20
219	0.99	20
219	0.99	20
219	0.99	20
220	10.99	1
220	9.99	2
220	8.99	3
220	7.99	4
220	4.99	5
220	4.99	5
220	4.99	5
220	4.99	5
220	4.99	5
220	4.99	5
220	4.99	5
220	4.99	5
220	3.99	13
220	2.99	14
220	2.99	14
220	2.99	14
220	2.99	14
220	2.99	14
220	2.99	14
220	2.99	14
220	2.99	14
220	0.99	22
220	0.99	22
220	0.99	22
220	0.99	22
221	10.99	1
221	8.99	2
